uniqueid,time,game,firstPlayer,choice1,rangeProb1,judgements1,choice2,rangeProb2,judgements2
44,1417478.0,threat1,row,A,60,She chooses the larger payouts for them both,B,50,Richmond chooses the larger payout for himself. This doesn't really mean they are enemies.
44,1502003.0,threat3,column,B,51,"He chose so that he would definitely have a payout, but that doesn't mean they are enemies",B,25,Megan chose no money to assure Gavin received less
46,267567.0,threat0,column,A,62,Most likely they don't know each other but hannah she gives them both a chance to earn so she was reasonable.,A,43,They are reasonable and competent so they respect each others competence 
46,331927.0,threat3,row,B,27,Frank wants money only for himself.,B,36,Matt was competent enough to choose B.
46,514402.0,threat1,row,A,59,lauren is willing to help the other win.,B,64,Both made reasonable choices to ensure they both win. 
46,625955.0,coordination1,column,B,50,Either A or B gives the same chances.,A,40,Logan decides they both earn nothing.
46,669459.0,coordination0,column,A,50,Chances of earning money are the same for A or B.,A,56,William wanted them both to earn. 
46,716532.0,singleControl1,column,B,27,Kaylee wanted the chance for her partner to lose. ,A,65,Megan decided to not earn and give it to kaylee.
46,753510.0,singleControl0,row,A,50,Both options are the same...,A,66,Robert wanted them both to earn.
46,781216.0,disjunctive0,column,A,64,Gerald wanted both to win.,A,62,Either choice would have had the same outcome...
46,864119.0,disjunctive3,row,B,35,Matt chose a choice with the option for them both to lose. ,B,26,They both wanted the other to not earn.
46,966493.0,pd0,column,A,51,Emily might have wanted the chance to earn the most.,A,60,Jack decided to turn down the most so they can both earn.
46,1032489.0,pd3,column,B,50,Luke just wanted to make sure he earned too.,B,48,Olivia just wanted to earn too.
47,92875.0,pd3,column,B,27,"By choosing B, Robert would not get anything",B,84,Robert allowed for both teams to be compensated evenly
47,196169.0,pd0,column,A,91,Frank choosing A allows for both to be compensated evenly,A,98,$8 for each! friends
47,368103.0,threat3,column,B,35,"Not necessarily enemies but with these options, Austin will be compensated more",B,2,Jack dislikes Austin to the extent that he'd rather receive nothing then allow Austin to receive $12
47,505870.0,threat1,column,B,49,We will not know until Hannah chooses.  there is no option to allow equal payment to both,A,50,"Still not quite sure. With Hannah's choice, it doesn't necessarily mean that she is friends with David. She could have chosen to make some money rather than no money"
47,604859.0,threat0,row,A,49,They are not necessarily friends  This option is the only one that ensures Matt will make money,A,96,Williams choice allowed Matt to take home more money
47,669773.0,coordination0,column,A,50,Impossible to tell.  Both will receive the same payout,A,50,Impossible to tell.  Both will receive the same payout
47,720429.0,coordination1,column,B,50,Impossible to tell.  Both will receive the same payout,A,22,"Logan prefers Kaylee receive $0 and in turn, he receive's $0. Not friends"
47,802639.0,singleControl0,row,A,50,Daniel would have the same chances of payout from both options.  It is up to Maria to choose,A,100,Maria chose to give Daniel $6 versus $0. Definetly friends
47,852696.0,singleControl1,row,A,50,It will all be based on Rebecca's decision,B,0,Rebecca could have given Geoff $6 with no loss to herself.  She chose not to.  Not friends
47,952523.0,disjunctive3,row,B,40,This is interesting.  Not quite sure of the reasoning behind this.  Does she hate Gerald that much?,B,1,They would prefer each other to get $0 rather than each take $12. Wow!
47,1020883.0,disjunctive0,row,A,48,Impossible to tell.  Luke may just want to take no chances at not receiving money. Both options will win him $12,A,50,Impossible to tell.  Either option won Luke the same amount of money.
48,175960.0,pd3,column,B,24,"Sally chose the option where she had the most to gain, but more importantly the least to lose. She didn't trust that if she picked A Matthew would also pick A.",B,12,They both wanted to gain without trusting each other.
48,257568.0,pd0,column,A,100,Robert trusts Rebecca to choose the option they both stand to gain the most (in total) from.,A,100,Rebecca opted to share the prize with Robert rather than taking it all for herself.
48,357583.0,coordination0,row,A,50,It could go either way as the outcome was the same no matter what Megan picked.,A,53,They might not be friends but Matt doesn't hate Megan enough that he's willing to lose out on money to make sure she doesn't get any.
48,410703.0,coordination1,row,A,50,It doesn't matter what Jacob chose because both options are the same. Inconclusive.,B,0,Emily would rather get no money than let Jacob have any.
48,513015.0,threat1,row,A,52,"Maria had the least to lose by choosing A, so it's not particularly indicative of her friendship.",B,45,"Gerald opted for personal gain, so at the very least he cares more for himself than Maria."
48,620646.0,threat3,row,B,13,"Ryan either isn't very smart/good with math, or he really wants to make sure Logan makes as little as possible, even if that means he makes nothing.",B,0,Logan picked the best self-serving option in the situation.
48,685662.0,threat0,row,A,60,"At the very least, Zoe likes Gavin enough to not risk either of them getting $0.",A,100,Gavin ensured that Zoe got more than he did so they're likely friends.
48,766254.0,singleControl0,column,A,100,"No matter what, Olivia gets $6, so they must be friends if she wants to ensure Daniel gets $6 too.",A,100,Daniel's options were both the same so I'm relying on Olivia's actions for the judgement.
48,824877.0,singleControl1,row,A,51,It could go either way as there was no difference in Jack's choices.,B,0,Austin gets $6 regardless so he must dislike Jack to ensure Jack got $0.
48,938158.0,disjunctive0,column,A,54,"Sydney doesn't trust that David wouldn't pick $0 so she gave him no choice. Granted, that also means she doesn't hate him enough to try for $0",A,54,David didn't really have a difference in options.
48,978701.0,disjunctive3,column,B,94,Kate trusts that Kaylee will pick the outcome best for them both,B,0,Ouch. Kaylee would rather get $0 than see Kate have any.
51,50847.0,disjunctive3,column,B,100,they shared their money,B,0,they didn't share this time
51,94703.0,disjunctive0,row,A,86,she gave up the money but could still get screwed,A,100,they did share their money.
51,147718.0,coordination1,row,A,83,because he split the money.,B,0,he would rather take nothing and screw the other guy.
51,246325.0,coordination0,row,A,100,same name and gave up the money.,A,100,shared their money
51,287709.0,threat1,row,A,100,gave more than he took,B,23,she took advantage.
51,330380.0,threat3,row,B,18,looks like he's taking the money to run.,B,0,she stole his money
51,377171.0,threat0,row,A,70,he is being kind,A,100,he gave more despite going last
51,751374.0,singleControl1,row,A,51,just being fair not giving extra,B,3,she took it all
51,783205.0,singleControl0,column,A,78,geoff is nice,A,100,emily is nice also
51,841148.0,pd3,column,B,0,Greedy Sally,B,74,WIlliam is still nice a stand-up guy
51,866180.0,pd0,row,A,100,matt is a fair fellow,A,100,frank is also a fair fellow
52,140774.0,coordination1,row,A,10,"They did not give each other anything, so I would say they are definitely not friends.
",B,99,They both chose to not receive any money.
52,204306.0,coordination0,column,A,94,They both chose to not receive any money,A,99,They both chose to receive the same amount of money
52,243878.0,disjunctive3,column,B,98,They both received the same amount of money,B,52,Neither received any money
52,284108.0,disjunctive0,column,A,91,They both received money,A,99,They both received the same amount
52,366199.0,singleControl0,row,A,90,Austin gave his friend more money,A,97,They both received the same amount
52,406858.0,singleControl1,column,B,4,Frank did not receive any money,A,97,Frank let Hannah have the money
52,458365.0,threat0,column,A,91,They both received money,A,26,Geoff chose to receive more money
52,497712.0,threat1,column,B,89,Olivia received more money,A,35,Olivia received more money
52,537237.0,threat3,column,B,21,Robert received more money,B,93,Robert received more money
52,608871.0,pd3,column,B,27,Kaylee keeps the most money,B,75,Chose to receive the same amount of money
52,650295.0,pd0,column,A,71,Gavin chose to keep the money equal,A,88,Jacob chose to keep the money equal
53,142067.0,threat1,column,B,43,he chose what would give her the least,A,53,There is no even way for this to go. Someone has to get less. they probably are friends but if he picks A he may get nothing
53,221092.0,threat3,column,B,50,there is not way to tell based on this. Someone always looses. ,B,33,there is not way to tell based on this. Someone always looses. 
53,288013.0,threat0,row,A,51,She picked the one that would always give her something as well as the other. ,A,50,there is not way to tell based on this. Someone always looses. 
53,352427.0,singleControl0,column,A,85,This option is going to make them both get the same. you would not do this for an enemy,A,99,They both got the same. you would not do this for an enemy. You would make sure they loose
53,399741.0,singleControl1,column,B,1,this choose is always gong to result in the other gettting nothing,A,1,Someone got nothing and you would not do that to a friend
53,439712.0,coordination0,row,A,62,I think he is trying to make it even eithr way. ,A,100,They both came out on top. 
53,468353.0,coordination1,column,B,79,This option will make them both even either way,A,87,Even though they lost the were even
53,502059.0,disjunctive0,column,A,100,This choice should benefit them both,A,100,"
They both picked to help each other"
53,542414.0,disjunctive3,row,B,36,This option is the only one that can give nothing to the other,B,1,This didn't have to go this way. They both could have won
53,644751.0,pd0,row,A,51,could be either based on this optioin,A,78,If jacob had chosen B lauren would have lost but he did not. He picked so they both won the same. 
53,683205.0,pd3,column,B,32,The other option would help the other person out ,B,53,It was even so it could be either way
54,115017.0,coordination1,row,A,100,he chose the payout that gives austin the maximum money also,B,53,My guess would be Austin made a mistake because neither person got money
54,184499.0,coordination0,column,A,99,Megan picked the payment that gave them both the max money,A,100,olivia followed megan by securing the max money for both of them
54,247198.0,pd0,row,A,96,David made sure they both received money,A,100,Gerald followed David by taking care of both of them instead of taking more money for himself
54,331115.0,pd3,row,B,19,Kaylee is looking out for herself first and stiffing Sally,B,13,Sally took the option so she would get paid also 
54,419313.0,threat3,row,B,100,Frank took less money so Sydney could have more,B,0,Sydney totally screwed Frank leaving him with nothing. 
54,506951.0,threat0,row,A,77,William made it so rebecca would receive something,A,100,Rebecca made sure william got the max money
54,572223.0,threat1,row,A,78,Emily made it so hannah will get some money,B,37,Hannah took the lion share of the funds for herself
54,775634.0,singleControl1,column,B,2,Jacob decided not to share with zoe,A,51,Zoe made sure she got paid but also Jacob
54,843702.0,singleControl0,column,A,100,Matt made it so ryan can get equal payment,A,99,Ryan followed suit and the pair each got the same payment. 
54,941133.0,disjunctive3,row,B,42,Logan left the door open for the pair to get nothing ,B,0,Maria chose to accept nothing so logan would get nothing 
54,1046519.0,disjunctive0,row,A,100,Lauren chose so the pair would both get dollars,A,100,Richmond went along with Lauren so they both got the maximum money
55,147804.0,pd3,row,B,0,Judging by Lauren's choice I'd say they were enemies.,B,100,They both ended up with the same amount.
55,216691.0,pd0,row,A,0,Ryan's looking to keep all the money.,A,2,Kaylee surprised Ryan I think.
55,269435.0,disjunctive3,column,B,100,Luke is hoping Sally makes a similar decision.,B,100,Luke was wrong.
55,337091.0,disjunctive0,column,A,100,Gavin wants them have a big payout.,A,100,Sydney figured Gavin would make the same choice.
55,413811.0,singleControl0,row,A,100,David wants them both to make the same amount.,A,100,Matt trusted David's choice.
55,461514.0,singleControl1,row,A,100,William wants them to make the same amount.,B,0,Kate wanted all the money.
55,514010.0,coordination0,column,A,99,Austin wants them to make equal amounts.,A,100,Gerald trusted his friend's judgement.
55,569971.0,coordination1,column,B,100,I think Emily is looking out for her friend.,A,0,Robert didn't want either of them to benefit.
55,635971.0,threat0,column,A,100,Zoe is giving them an equal chance of making something.,A,100,Zoe let Geoff make the biggest amount.
55,745083.0,threat3,column,B,0,Richmond wants to make the most no matter what.,B,0,Richmond made sure Frank didn't make anything.
55,833323.0,threat1,row,A,100,Matthew wants them both to make something.,B,100,Mathew's choice indicated that he wanted Olivia to decide who made the most.
56,55552.0,pd0,column,A,100,Megan gets money either way but he might not get any,A,100,She was as fair as he was so they both got money
56,138420.0,pd3,column,B,24,She picked what gives him the lowest amount,B,39,I still don't think they are friends since she chose what only really benefits herself
56,197740.0,disjunctive0,column,A,55,It's hard to tell since it's the best option for both of them to choose,A,61,Either was a good option for both to have same amount of money so it's difficult to tell if friends or enemies.
56,264884.0,disjunctive3,row,B,40,They might not be friends since gavin seems to be testing logan,B,0,logan made sure gavin didn't get any money even if he lost some too
56,310955.0,threat0,column,A,40,She chose what was best for herself,A,47,He chose what gave him at least a little so I'm not sure they are friends.
56,366156.0,threat1,column,B,41,He made sure to get what was best for himself and not her,A,43,She made the only choice she could to still get some money
56,401132.0,threat3,column,B,29,Lauren only cared about herself,B,1,I think zoe punished lauren by making sure it was at least less money
56,439952.0,coordination1,row,A,52,Hard to tell since each could have same outcome,B,10,sydney chose what punished kate
56,474844.0,coordination0,column,A,60,This one could go either way,A,59,Possible they are friends but could be just making sure they got money
56,533208.0,singleControl0,row,A,49,Both have same outcomes,A,56,Possibly friends since he didn't punish her
56,568841.0,singleControl1,column,B,0,Matthew made sure daniel would get nothing,A,0,daniel was getting nothing no matter what
58,80071.0,threat0,row,A,34,She's just trying to maximize her own profits,A,82,Gavin helped her out when he could've won more by choosing option B
58,149761.0,threat1,row,A,36,He's trying to maximize his profits,B,33,Sally could've chose option A to help Luke out more but didn't
58,196267.0,threat3,row,B,18,He's trying to maximize his profits,B,15,She's just trying to maximize her own profits
58,227919.0,singleControl0,row,A,23,He's trying to maximize his profits,A,87,He wanted them both to win money
58,279346.0,singleControl1,row,A,36,He's just trying to maximize his profits,B,13,She could've helped Frank out and still won the same amount but chose not to
58,333129.0,disjunctive0,column,A,50,She just wanted to maximize her profit,A,50,It's hard to tell because both options yield the same reward
58,375931.0,disjunctive3,row,B,41,He's just trying to maximize his profits,B,1,He didn't want anyone to win any money
58,417297.0,coordination0,row,A,32,She's just trying to maximize his profits,A,81,She's just trying to maximize her profits and also helped out ZOE
58,454181.0,coordination1,row,A,44,She's just trying to maximize her profits,B,7,Matt didn't want Sydney to win any money
58,502559.0,pd3,row,B,21,He's just trying to maximize his profits,B,25,She chose the option that reduced Gerald's reward
58,537025.0,pd0,row,A,82,He wants them both to win money,A,86,She wanted them both to win money
60,303775.0,disjunctive3,row,B,0,They are most likely enemies since Jacob chose the only possibility that had any chance that Rebecca would get no reward.,B,0,Rebecca was willing to give up a reward to make sure Jacob did not get one too.
60,435223.0,disjunctive0,row,A,58,Richmond picked the choice were he is guaranteed to have a reward. He could just be looking out for himself.,A,51,The outcome was the same regardless of Robert's choice so there isn't any way to know if they are friends or enemies.
60,559509.0,threat3,column,B,36,Maria picked the outcome where she has the chance of getting the largest reward. They may or may not be enemies. Maria could simply just be selfish.,B,0,Kaylee was willing to give up a reward entirely to reduce Maria's reward.
60,667309.0,threat1,row,A,50,No way to tell for sure. Austin could just be picking the option that will net them the highest rewards.,B,50,No way to tell. Gerald could just be looking out for himself. It doesn't mean they are enemies.
60,796934.0,threat0,column,A,36,"Matthew picked the choice that will gain him the highest reward. He certainly isn't looking out for Kate. However, it doesn't guarantee they are enemies.",A,48,Kate picked the choice that was best for herself. It doesn't give any indication if they are friends or enemies.
60,876397.0,pd0,row,A,100,Sally's choice will net Megan the highest rewards. She is also trusting Megan not to screw her over.,A,100,Megan chose to share the money evenly instead of being selfish. They are definitely friends.
60,1008040.0,pd3,column,B,0,If Ryan trusted Gavin he would have chose A. He definitely doesn't trust him.,B,48,Gavin chose the best option for him. It doesn't mean they are enemies but they definitely don't seem like friends.
60,1114891.0,singleControl0,column,A,100,Matt could have chose B and assured himself of the same reward as A and made sure Lauren didn't get a reward at all. By insuring they both get a reward they are definitely friends.,A,100,Matt could have chose to screw Lauren over instead of making sure they got the same reward. They are friends.
60,1194928.0,singleControl1,row,A,50,No way to tell since both options have the same result.,B,0,Frank chose to make sure Geoff didn't get $6 too so they are enemies. He could have chosen them both to get $6. 
60,1309848.0,coordination1,column,B,49,No way to know since both choices are essentially the same.,A,0,Zoe chose to sacrifice a $12 reward to make sure Logan did get anything. It was very mean.
60,1361576.0,coordination0,row,A,50,No way to tell since both are the same.,A,58,No way to know for sure if Olivia was looking out for herself or both of them.
62,204893.0,singleControl1,row,A,49,Jack's outcome would be 6 in all scenarios so Hannah does not have the option to make a hostile move. She predictably chooses the best one for her which also happens to be equal to Jack's payout and her motive cannot be determined.,B,3,"Since Jack would receive 6 no matter what, he could only choose a result that gave Hannah 0 if he wished to be harmful."
62,317748.0,singleControl0,column,A,61,"Zoe could have chosen to be hostile to Richmond and give 0, but did not. This demonstrates that they are probably not enemies, but does not prove they are friends.",A,63,They are defenitely not enemies because no hostile choice was made.
62,393015.0,coordination0,column,A,50,Cannot be determined with equal results for both.,A,59,Both players could have been making choices that resulted in their best interests.
62,494725.0,coordination1,column,B,50,Not enough information or variance in choices,A,3,Daniel gave up his own payout to ensure that Emily got 0
62,594387.0,disjunctive3,row,B,20,"Option A would eliminate the possibility of Austin or anyone receiving 0, but he chose B",B,4,Austin forfeited his payout to ensure that Jacob received nothing.
62,664436.0,disjunctive0,column,A,49,Not enough information or variance in options,A,50,Players could simply be looking out for their own best interests and receiving maximum. No intentional hostility shown.
62,768690.0,threat1,column,B,50,This option would be in Williams best interests. Does not prove any definitive feelings towards Olivia.,A,50,This was the best that Olivia could do for herself. 
62,875209.0,threat3,column,B,50,This is the logical choice for maximizing his payout. Relationship cannot be determined.,B,4,Maria forfeited her own payout to ensure the outcome that would hurt Geoff the most.
62,957565.0,threat0,row,A,50,This choice would maximize his payout. ,A,99,Sally chose a lower payout to give Gerald a higher one.
62,1043345.0,pd3,column,B,49,Kaylee appears to just want to maximize her payout.,B,96,Logan opted for a lower payout to ensure that Kaylee received something.
62,1114507.0,pd0,column,A,97,David appears to be looking out for Kate's best outcome rather than his own.,A,98,Both sacrificed to ensure equal outcomes.
63,71980.0,disjunctive0,column,A,73,"If Luke was an enemy, Gavin might want him to have no money at all.",A,95,Luke would choose B if he wanted Gavin to not have any money.
63,115211.0,disjunctive3,row,B,10,Jacob wants Sally to have no money at all.,B,1,"Sally also wants Jacob not to have money, so they are definitely enemies."
63,194765.0,threat1,column,B,41,Daniel might or might not be enemies with Kate because he might've chosen B just to get a higher payout for himself.,A,66,"Kate might've chosen A to get more money, but it also benefited Daniel."
63,249552.0,threat3,column,B,42,"Matthew might have chosen B to get more money, not necessarily for David to get less money.",B,9,David wanted Matthew to get less money so much that he sacrificed his own gain.
63,299431.0,threat0,column,A,94,"Geoff wants Austin to have more money so they must be friends.
",A,99,They both wanted each other to have more money.
63,343514.0,singleControl0,row,A,51,Sydney's options cannot be judged because they are the same.,A,100,Zoe gives Sydney money instead of no money.
63,379335.0,singleControl1,column,B,2,Logan wants Gerald to have no money at all.,A,48,Gerald has the same choice either way so it is difficult to judge.
63,430595.0,coordination1,row,A,52,Can't tell because both choices are equal.,B,51,Can't tell because both choices are equal.
63,498744.0,coordination0,row,A,51,Both choices are equal.,A,66,Jack wanted them both to get money.
63,563258.0,pd3,row,B,40,Ryan might want more money for himself or want Rebecca to have less.,B,51,Rebecca might want to have some money herself even though Ryan has less.
63,620557.0,pd0,row,A,84,Olivia wants Lauren to have the possibility of getting more money.,A,98,Lauren was willing to get less money for Olivia to get some money.
64,90583.0,singleControl0,row,A,100,Matthew split the money with Sydney.,A,100,Sydney split the money with Matthew.
64,188762.0,singleControl1,row,A,100,Austin split the money with Jacob.,B,0,Jacob did not give Austin any money.
64,264710.0,disjunctive3,row,B,100,Kate split the money with David.,B,50,"David did not give Kate any money, but also took none himself."
64,311982.0,disjunctive0,column,A,100,Zoe split the money with Gavin.,A,100,Gavin split the money with Zoe.
64,410753.0,coordination1,row,A,100,Daniel chose to receive the same amount of money as William.,B,50,"William did not give Daniel any money, but also did not receive any."
64,489031.0,coordination0,column,A,100,Kaylee split the money with Olivia.,A,100,"Olivia split the money with Kaylee, making them friends."
64,602502.0,threat3,row,B,76,"Robert split with Rebecca, but he could have gotten more for each of them.",B,0,Rebecca is not Robert's friend because she gave him no money.
64,723622.0,threat1,column,B,71,"Jack gave Matt some money, but kept more for himself.",A,100,Matt is a great friend because he awarded more money than he received.
64,794751.0,threat0,column,A,100,Geoff gave Hannah more money.,A,71,"Hannah gave Geoff money, but not as much."
64,890478.0,pd3,column,B,29,Gerald kept way more money for himself.,B,100,Richmond evenly split with Gerald.
64,942198.0,pd0,row,A,28,Megan kept way more money than Emily received.,A,100,Emily evenly split with Megan.
65,119552.0,threat0,row,A,90,she chose in a way they both benefit the mnost,A,100,he chose to give her more
65,198748.0,threat1,column,B,92,he chose the most money option,A,100,she choose to give him more 
65,252634.0,threat3,row,B,1,he chose the least money option,B,0,he chose to take the money and not give any
65,318815.0,coordination0,column,A,100,she choose the best money option,A,100,she choose to give them both equal money
65,374898.0,coordination1,row,A,100,she choose the best option for them,B,0,she choose to keep either of them from getting money
65,434059.0,disjunctive3,column,B,100,she choose the best money option,B,0,he choose to keep them from getting money
65,477340.0,disjunctive0,column,A,100,he choose the best option to get paid,A,100,he choose the best option to get paid
65,503814.0,singleControl0,row,A,100,he choose the best option to get paid,A,100,he choose the best option to get paid
65,544440.0,singleControl1,row,A,100,he choose the best option to get paid,B,0,she chose to get money and shut him out
65,729892.0,pd3,column,B,0,he choose the least profiable option for Frank,B,18,he choose the best option for himself to make some money
65,833875.0,pd0,row,A,87,he choose the best option for them to get the most money,A,100,he chose to take less so they both got some money instead of taking more
68,96133.0,coordination1,column,B,84,kaylee could have chosen a which would have given her a chance at $12 but she chose b which gave david the chance at $12,A,100,they both chose to give to each other
68,161114.0,coordination0,row,A,50,cant really tell yet,A,89,if they were enemies then jacob wouldnt have chosen to give ti matthew
68,214273.0,pd0,column,A,95,he chose to give them both over only himself,A,100,they both aimed to help each other
68,284749.0,pd3,column,B,37,slight chance they are enemies rather then friends but its not certain yet,B,73,an enemy wouldnt have split the money as evenly 
68,375767.0,disjunctive3,row,B,4,he would rather they both have 0 then give to his enemy ,B,0,they both dont want tohelp each other out so they would rather have nothing
68,454783.0,disjunctive0,row,A,83,leaning friends beacuse both are the same ammounts ,A,98,they both chose the best option for each other
68,569878.0,threat0,row,A,50,could be either at this point and maria wants the most money ,A,82,leaning friends as gavin could have gone for b and got more for himself 
68,684069.0,threat3,row,B,10,only an enemy would give 0 ,B,6,yup richard saw that geoff chose b and decided to take it all for hmself
68,867622.0,threat1,row,A,59,COULD BE EITHER TO EARLY TO TELL,B,9,if they were friends then sally seeing emilys choice would have backed her up there for enemies 
68,987249.0,singleControl1,column,B,18,he could have chosen for both of them so based on his choise he dosnt want matt getting anything therefore enemies,A,39,maybe not complete enemies but just dislike.
68,1029890.0,singleControl0,column,A,88,trying to make it fair so friends,A,100,they were trying to make it fair for each other
69,70323.0,disjunctive3,row,B,0,If Lauren chose B then Matt doesn't get any money.,B,0,"The same as before, it means that Matt doesn't get any money if he chooses B."
69,100583.0,disjunctive0,column,A,94,It allows both players a chance to make $12/,A,100,Both players received the highest amount possible.
69,177456.0,threat3,row,B,8,William receives 0 if she selects B,B,0,He knew what Maria picked and picked one that didn't give her any money
69,227648.0,threat0,row,A,94,A allows a higher payout for both players.,A,90,"The payout was good for both of them, and Austin knew what Logan had chosen but didn't make him receive $0"
69,290713.0,threat1,row,A,100,He chose options with higher payouts.,B,52,"Rebecca chose the lower payout for Gerald, and the higher one for herself, but not a payout that was malicious."
69,433144.0,coordination0,row,A,63,Option A provides both players with a high payout.,A,100,She chose an option that gave them both a high payout 
69,461187.0,coordination1,row,A,77,A provides a high payout for both players.,B,0,He knew what she picked and sacrificed $12 to keep her from having any.
69,494618.0,pd0,row,A,79,He could have chosen B and maybe earned more.,A,100,Richmond could have chosen B and given Gavin 0 and himself $12
69,584950.0,pd3,row,B,51,It's hard to tell. Kate could be just trying to get the $12.,B,100,She could have chosen something and given Kate no payout and herself a higher payout.
69,659155.0,singleControl1,row,A,100,She is risking getting nothing if the other player chooses B,B,0,"He picked the one that gave her nothing, when he could have given them both even amounts."
69,701267.0,singleControl0,column,A,53,"It's hard to tell, because the amounts are the same. ",A,81,He could have chosen something and given her $0.
72,115417.0,threat3,column,B,21,Sydney gets a lower payout with option b,B,95,Sydney was more concerned with Gavin's payout than her own
72,199357.0,threat0,column,A,95,Megan wanted to make sure Olivia received some kind of payout,A,84,Olivia wanted Megan to get a payout
72,292046.0,threat1,row,A,100,Logan is looking out for Lauren,B,31,Lauren considered herself more than Logan
72,352500.0,singleControl1,row,A,50,It makes no difference in relationship to Zoe,B,3,Zoe did not consider Frank
72,416547.0,singleControl0,column,A,96,Rebecca thought of Ryan,A,50,Ryan decision had no effect on Rebecca
72,469204.0,coordination0,column,A,50,Lukes decision is neutral,A,98,Jacob helped Luke
72,532930.0,coordination1,row,A,50,This is a draw,B,6,Hannah is mad at Matt
72,578214.0,disjunctive0,column,A,97,Kate is being generous,A,54,This is a neutral outcome
72,637337.0,disjunctive3,row,B,25,Maria is unconcerned with Williams outcome,B,4,William is getting revenge
72,732091.0,pd3,row,B,0,Emily is limiting Matthew's earnings,B,56,Mathew is thoughtful
72,813773.0,pd0,column,A,100,Matthew wants a good payout for Sally,A,100,Sally thought of Austin's earnings
73,78138.0,singleControl0,column,A,100,"They both chose the option that benefits them both, rather than having one receive something and the other not.",A,99,They both chose the one that would get them money. So they're probably friends.
73,191392.0,singleControl1,column,B,0,"Logan is a jerk, clearly doesn't like Daniel. There's no reason he couldn't have chosen the other one, both would result in the same payout for him.",A,43,"I'm very confused, why? Why not choose the option to get money, why didn't he do that, or choose to screw over Logan like Logan screwed him over."
73,281831.0,pd0,row,A,78,"Gavin's chill and chose the option that got them both the most money they both could have, even though he could have chosen something to get him more money.",A,97,"Seeing the fairness of his friend, Frank was like, nice, I'll be cool too, we both get equal amounts of money my dude."
73,366108.0,pd3,row,B,6,I get the feeling that Richmond doesn't want Ryan to get as much money as him.,B,19,"Ryan had to choose this so he could get at least something, serves you right Richmond."
73,464993.0,threat0,column,A,96,"William appears to have made a sacrifice on his part in hopes that Hannah will choose the option that would yield them both money, but she would get more because he's generous.",A,100,"Hannah probably would have chosen this regardless, but she's probably stoked he chose this option and then got the big bucks, but also wanted him to get some money."
73,537315.0,threat1,row,A,72,"Emily just wants them both to get money, and this way has the highest potential for a payout.",B,35,"Oops got the names backwards, Emily is a little greedy and chose the one with the most pay out."
73,602151.0,threat3,row,B,18,"Matthew would have actually benefited more from option A, but clearly he's not on board for both of them getting money.",B,7,"I don't blame Megan, they're probably not friends, so she choose the money and Matthew gets nothing."
73,670946.0,coordination0,row,A,57,"It's hard to tell, I'm sure Sydney wants money so naturally they chose A.",A,72,"Again it's hard to tell, this was a mutually beneficial choice, they don't HATE each other at least."
73,742171.0,coordination1,column,B,59,"Again it's hard to tell, both choices would probably yield the same options, so it's up to the other person to tell if they don't like each other or not.",A,0,"Lauren hates Jack, so much so she threw away 12 bucks so he gets nothing."
73,825097.0,disjunctive3,row,B,24,I feel like Luke doesn't like Olivia considering he chose the only option that might yield nothing for both of them.,B,0,"Jeez, they both could have just gotten 12 bucks but decided they get nothing, I don't get it."
73,906932.0,disjunctive0,column,A,79,"They're probably cool with each other, Austin clearly wants some money and doesn't have this petty desire to potentially screw them both over.",A,71,"I don't think Kate had much choice, either option was the same, and they both get money. I think they're probably friends."
74,269404.0,coordination0,column,A,54,"Since Option A is beneficial to both Frank and Daniel, I do not believe it proves them friends or enemies. I think that if they were bitter enemies, however, Frank might have decided to take $0 just to spite Daniel's smug face.",A,71,"As with before, I don't believe choosing the mutually beneficial option proves them enemies or friends, but I feel has them closer to friendship."
74,409369.0,coordination1,column,B,38,"With Kaylee open to choosing Option B and claiming an equal payout for both, I'm unsure. But perhaps Jacob only thought he would stop Kaylee's payout.",A,4,I have a feeling they would burn their own money if it would spite the other.
74,589523.0,threat3,column,B,34,"Sydney seems selfish, making sure their payout will be higher.",B,0,Luke taking nothing just to split Sydney's payout is a bit of a giveaway.
74,655227.0,threat0,column,A,93,"Kate is taking the hit no matter, so I can only think it's because of a trust in Robert.",A,100,Robert didn't let Kate down! Payouts for both.
74,808596.0,threat1,row,A,78,Option A is simply the best option to choose in this situation since it guarantees at least $6 for William. Though if they were enemies he may have gone for Option B just to lower Matthew's overall payout.,B,35,So maybe not the best of friends. Or Matthew is just hurting for money. That sweet extra $6 is gonna stretch for the week.
74,888955.0,pd3,column,B,0,"That's just rude of Gavin. He's my definite enemy now, too.",B,0,The best possible choice for Austin in the face of Gavin's selfish attempt at a payout grab.
74,980995.0,pd0,column,A,81,"Logan is trusting David not to leave him with $0, so I think they're friends.",A,100,"David could have taken the extra $4 and left Logan with nothing. Instead, he took a small hit to make sure the payout was equal. We should all be more like David."
74,1039850.0,singleControl0,column,A,71,At the least is shows that Maria doesn't see Emily as her enemy.,A,55,Doesn't really show anything since Emily's possible answer were both the same.
74,1108857.0,singleControl1,column,B,0,Ryan is a selfish guy. He doesn't deserve the $6.,A,0,I can only guess from the previous page. And can't imagine Megan would be happy.
74,1234404.0,disjunctive3,row,B,87,"I think Rebecca is trusting Hannah, otherwise Option A would have assured them payouts.",B,0,"I guess they really, really don't like one another. I take back the trust thought."
